tauStart_ns: 0
tauEnd_ns: 100
tauStart_bin: 0
tauEnd_bin: 607
 
fit_A, fit_gamma, fit_gamma_err, fit_bg
1.189569986067182228e+00, 7.147889074900312667e-02, 9.668734102751373738e-02, 1.016047172967397272e-01
1.567710663222107748e+01, 5.816982943746112217e-02, 8.712658048099298780e-01, 9.551598338194413618e-01
6.886485039420566778e-01, 8.412656328078792212e-02, 5.639127485656423300e-01, 9.475188363937653291e-03
5.952552593418253046e+00, 6.782521136030000841e-02, 5.759285779590550547e-02, 3.205204568495672590e-01
1.491592589625129195e+00, 9.869098376324695332e-01, 5.024290171986078857e-01, 1.948997206761643019e-03
5.757691352875661250e-01, 1.007991947883350031e-01, 5.187958616134827339e-02, 2.986363018062457297e-02
6.631009317161582928e+00, 6.296171766667536807e-02, 1.549799815474026954e-01, 3.676722316835470128e-01
2.064652881423499231e+00, 1.184297756818873282e+00, 1.458298589979934867e+01, 1.730532609822281465e-02
2.061776513999853844e+00, 7.609293604519125342e-02, 1.196890056048885986e-01, 3.161614392594760403e-01
1.307208763023142817e+00, 1.856899358829066982e+00, 1.135916713316829529e+00, 3.771360094282811236e-03
1.840165507965209812e+01, 5.541119508355601964e-02, 7.251644439754574567e-02, 1.200345606908505669e+00
3.735638240001314170e+00, 6.542487056582338978e-01, 8.488610098858234698e-01, 1.928098370301417272e-02
8.276549731974012225e-01, 5.656034869371559526e-02, 1.848317301463179088e-02, 1.664779998469176348e-02
2.618332446381024248e+00, 1.169777634950649237e+00, 3.088081192429197874e-01, 1.946670925648098923e-03
1.845099265024205071e+00, 6.200598174080301783e-02, 8.026431856346880056e-02, 2.589195917339917608e-02
7.278333684522738656e-01, 3.242809746199830090e-01, 1.314587147098321029e+00, 0.000000000000000000e+00
6.183384644653983943e-03, 3.314352473066915078e-02, 2.068944283729338451e+01, 0.000000000000000000e+00
3.968891799118881458e+00, 4.736861500248085166e-02, 2.621809479130767229e-01, 1.827717420408436766e-01
2.688719252059903031e+00, 3.112108005277449130e-01, 3.792412697922058484e-01, 3.920500489336637556e-02
4.993195795444489882e+00, 8.622487569696007936e-02, 2.225080483736516235e-02, 9.003012078608231550e-02
3.390325869886391619e+00, 4.720538273230207582e-01, 6.501826366004123114e-01, 1.974079082140894545e-02
6.592336555252938268e+00, 4.279159946626053673e-02, 1.579193619962402928e-01, 2.523836285592010453e-01
2.964126684615830953e-02, 1.119989065615689949e-01, 3.901564634890231087e-01, 2.627097522874472131e-03
4.501986254492730488e+00, 6.719887349437643487e-02, 6.052109877959606886e-03, 9.785230919090551205e-02
1.384482202561401643e+00, 4.026598182185326946e-01, 6.880408860270470495e-01, 8.171718449328038009e-03
3.932869374603538137e+00, 6.810269923205305997e-02, 6.600747895989633740e-02, 9.750675753983535643e-02
3.073169012753227847e+00, 5.862780272889086541e-01, 6.868064865796003282e+00, 8.510351788309878512e-03
1.465007623443401297e+00, 6.507406350258766736e-02, 8.838327674077861573e-02, 4.053837252591752094e-02
5.936110483567075491e+00, 5.527140380556095911e-01, 4.282990792297659333e+00, 2.730041398965652594e-02
3.707658366070410327e+00, 8.612393483542780948e-02, 1.048846833117870851e-02, 4.948529095024904040e-02
2.537443477346529974e+00, 6.788406687425927455e-01, 3.196679870686331526e+01, 0.000000000000000000e+00
9.770805409116912754e-01, 4.494666898022917773e-02, 5.275127500915439277e-02, 5.721065633558717646e-03
1.522414485307659859e+01, 7.500040822653114558e-02, 4.420129423570429671e-03, 6.501776594960713140e-01
7.547934329315230118e-01, 9.773305375490368152e-02, 5.931818812371351946e-02, 2.649172099652883500e-02
4.089796460368909869e+00, 1.319867151177721576e+00, 5.264650397179957420e-01, 1.957343356570962704e-03
3.853010080523848302e+00, 5.398793584670422835e-02, 6.418397309685097175e-03, 1.049089425425673849e-01
2.504824561602768895e+00, 8.676714374918338413e-01, 1.250126366773903763e+00, 7.740772591259154414e-03
1.044685125572290874e+00, 5.880480033904328385e-02, 3.680482131719892830e-02, 3.543161758026324836e-03
1.954910158763209171e+00, 2.845108839920189037e-01, 2.766282724756438105e-01, 9.798259959499223265e-03
1.721600336655341179e+00, 7.047226269499044793e-02, 1.687297663619933066e-02, 3.710739339026730699e-02
5.462411049943887598e+00, 6.127941720552024796e-01, 1.893811400897118746e+00, 5.687212649109733495e-03
8.880407538374418541e-01, 5.064955056574875492e-02, 1.095921820954131043e-01, 1.190905336221445045e-02
1.312862157842415556e+01, 7.348662223923944914e-02, 1.825108132480867881e-02, 4.903914291381611945e-01
2.022379889668470820e+00, 2.243374187219851768e-01, 7.118618991265990292e-02, 5.245129720592962147e-02
4.255096755278135134e+00, 6.455975995784772603e-02, 2.602525121692129961e-02, 7.638500093414553327e-02
8.747820219860578117e-01, 2.361776949472986498e-01, 1.067710602032843209e-01, 1.498370092027245630e-02
1.612227588775662745e+00, 6.486403989980064899e-02, 1.713364890515934463e-02, 6.942857855404203915e-02
1.036751075590381532e+01, 3.808008888549458959e-01, 1.141601489179868700e-01, 1.377295242117705931e-01
1.759549971296765047e+00, 5.731248675852849278e-02, 1.639977133436470308e-02, 1.012199022874184090e-01
3.391533551812115022e+00, 7.628952483165230003e-01, 8.332850607944184418e+00, 2.336517561126708661e-03
9.324377679751066239e+00, 5.083132371671264527e-02, 1.290095359073541170e-01, 3.526208911472087926e-01
4.154515341185975430e+00, 1.616285070466286500e-01, 3.689784679135114237e-02, 1.502092975098186234e-01
3.639495433045858874e+01, 6.304934667528720726e-02, 1.143996107145178569e-02, 1.347405127750658904e+00
1.119341015984473220e+00, 2.306184301021819427e-01, 1.913338469586257196e+00, 0.000000000000000000e+00
3.693450676483811534e+00, 5.467943241496104473e-02, 2.095460088846709257e-01, 4.645421998346964121e-01
1.820558794266406322e+00, 1.335942277318446780e-01, 8.300521517071972333e-02, 1.326753904017659857e-01
6.836541931459936272e-01, 5.905906069662644059e-02, 6.992985102089216420e-02, 4.279633826792732243e-02
2.675735329181356814e+00, 5.487299269434409155e-01, 1.522024343255934609e+00, 9.294638775089065011e-03
1.675467963704350183e+01, 6.484215192375285264e-02, 2.462659330766845539e-02, 6.176902832011211819e-01
1.946300077693595476e+00, 6.017438502146974511e-01, 4.128237785438169105e+00, 6.225396574701324084e-03
2.777221143750647214e-01, 6.188121821406733503e-01, 8.397631091716226237e+00, 2.096932473737950914e-03
2.537013111647306918e+00, 5.864223104668846859e-02, 2.863385267074881058e-01, 3.886736359483538572e-01
6.442299375738523848e-01, 2.229250289220925663e-01, 9.612198075153341459e-02, 1.139838120813333952e-02
8.161213913593362790e+00, 6.543937855974796269e-02, 2.661178466355832925e-02, 2.101250851853142532e-01
7.789417001685023045e+00, 1.116031184541010635e-01, 1.170657706723691321e-02, 2.241867796738773178e-01
1.578458209422775260e+00, 3.296147585406510733e-02, 3.563340703472626936e-02, 1.024728169988000162e-02
1.940604643312664745e-01, 4.554327533701789388e-02, 3.676996657635405730e-01, 2.352629960946061617e-03
6.393339380238117764e-01, 3.999636841803665827e-02, 2.432302179752677401e-02, 5.030212167202340046e-02
6.053622550746172060e+00, 3.985452629073300834e-02, 7.246420340075546140e-02, 4.308843058976919993e-01
1.230440983506656760e+00, 3.857216894435885890e-01, 5.820749977378718576e+00, 0.000000000000000000e+00
7.550713255551156244e+00, 5.401250973290763757e-02, 1.994916812165126452e-01, 1.609115707476966306e-01
3.993279606763987744e+00, 3.114125602480109833e+00, 1.846676004835570950e+01, 5.636351419339897389e-03
1.571655437832114366e+00, 6.385294065112183393e-02, 4.466362343299052906e-01, 3.342324301544696147e-02
2.875754591213661726e+00, 8.417011251811888917e-01, 2.126604072280081859e+00, 1.069123676701553421e-02
8.460340448597326812e+00, 6.637160993550654531e-02, 8.053402875265444627e-03, 1.404891518468218969e-01
2.366748357731203178e+00, 9.389569136641097435e-02, 2.451582324490729492e-02, 3.020757777412043030e-02
2.073685473863938977e+00, 5.311641727914365868e-02, 7.819067620438609201e-02, 5.490488957738590831e-02
1.334559987616286802e+00, 1.124625767355552641e+00, 2.434796866461360665e+01, 3.894901109802824044e-03
5.865209606558575706e-01, 9.402092125140772139e-02, 4.874565580413139920e-01, 2.999509038284647877e-02
8.847184954162072401e+00, 9.433539609344091526e-01, 2.318299133984973448e-01, 1.212746272511256718e-01
3.391587082313461288e+00, 3.965356743609809581e-02, 1.039381086729087716e-01, 2.490123760573595413e-01
2.097545036785311900e+00, 5.309696385717194156e-01, 6.180311209705442010e+00, 5.439942512537040281e-03
2.822731384881030703e+00, 1.165974992371980323e-01, 6.846439827986500193e-02, 1.332368257491818309e-01
2.038751192228727138e+00, 5.846481832817258112e-02, 5.972562959173074310e-02, 6.234575114355305203e-01
3.542954423748695625e+00, 2.556428545396172702e-01, 1.248427549907568657e-01, 1.020339223233264481e-01
1.930104589293940975e+01, 4.943434976511947715e-02, 4.206961062928386008e-01, 1.591721909253535960e+00
5.095770354956741244e+00, 3.375021046827451077e-01, 1.968476631954430844e-01, 1.772517550394910046e-01
3.136130718040933019e+00, 6.322389624282737097e-02, 8.403367410034279228e-02, 3.558503273185374960e-01
9.431151313217943644e-01, 4.970461222227106485e-02, 1.066190700765355485e-02, 1.212932949583357262e-01
1.197674133584811340e+00, 1.236677927417518252e-01, 2.855059431649055735e-01, 7.916555848264913986e-02
1.811082409798693860e+01, 6.686885715394327856e-02, 6.212510838788850957e-03, 9.231436786459633614e-01
8.051772102430080347e-01, 1.978044071005850280e-01, 2.740618853425080825e+00, 7.328747347956481376e-03
2.672938058415422091e+00, 7.380736003183134553e-02, 2.015691522581544715e-02, 1.023845530119953662e-01
6.359168518115369650e+00, 6.990676869707803665e-01, 2.282654568178601018e+00, 1.203278252727933879e-02
5.133002382596487223e+00, 8.378285978800283085e-02, 2.894157214568948699e-02, 2.272944533805607015e-01
1.215683944076473511e+00, 5.174114876840948396e-01, 1.424115527684341309e+01, 2.055811952427754989e-03
6.298814157800520341e+00, 5.569610238721220408e-02, 5.269750357982429245e-02, 3.078476518203585588e-01
3.862376454630177314e+00, 4.731689723230962374e-01, 8.953859776625896494e-01, 1.195403582098532314e-02
3.758727304411282333e-01, 2.692549618925785607e-02, 3.718924468221275481e-02, 7.035492273099915039e-02
1.396461531452263927e+01, 4.186488016972651077e-02, 9.792824410291188497e-03, 1.294252804446456295e+00
3.567446451131080831e+00, 4.008890190729569869e-01, 3.727230447015446591e-01, 7.661892132228644708e-03
8.916845636951642451e-01, 1.306204499031154498e+01, 1.000000000000000000e+00, 5.577599557706306409e-03
1.423079156017899027e+00, 4.088358810741250099e-02, 1.710957370043356129e-01, 2.319658105265363368e-01
4.888951767313605146e-01, 2.844633548133325140e-01, 1.693017600738949413e-01, 4.291415928336235822e-03
1.506418947802061092e+00, 3.065930271568063220e-02, 5.822131481407953890e-01, 0.000000000000000000e+00
8.958442617322092127e-01, 6.482972730183933496e-01, 3.133702770404759308e-01, 3.980709284852528528e-03
4.962150649340846820e-01, 1.510446718003307376e-01, 4.986893687219519089e-01, 1.481726888552591659e-01
2.981669062267117365e+00, 4.457222125223579967e-01, 1.177271683939941971e+00, 2.380108538839035073e-02
2.645859366339637031e+00, 3.543019449777785879e-02, 3.160529977306490435e-01, 1.940803210869653239e-01
1.463250390820939772e+00, 3.843342672488027079e-01, 2.020890182456926698e-01, 2.097317813514323632e-03
6.251393661460464823e-01, 3.715568963125698981e-02, 2.728144869806179915e-02, 3.029518653855747465e-02
2.856327246141967979e+00, 1.709641846396771636e-01, 3.172012478272617786e-02, 1.810666234654647808e-02
3.435108623075870948e+00, 4.828842020203733681e-02, 2.370305773694530646e-02, 2.439211372793429478e-01
1.252016346706578132e+00, 3.731192613683316783e-01, 1.081525476839239053e+00, 1.663660138587675502e-02
1.945572888571564407e+00, 4.870441736647002084e-02, 2.809064993626995618e-02, 2.429243428369861346e-01
2.830480655298630577e-01, 1.933269677879455584e-01, 2.375520649353214964e+01, 0.000000000000000000e+00
9.655622485987255255e-01, 7.405698674343787202e-02, 3.829897250193561864e-02, 8.051849696427580694e-02
4.659765538237047977e+00, 3.581568788442163198e-01, 6.862583123575506650e-02, 2.891601885741027986e-02
1.041843880621570850e+00, 6.348281988212757521e-02, 6.680466358150224937e-02, 1.686313868946268668e-01
7.863489247344476185e-01, 2.209730641325470812e-01, 8.235463824235675356e-02, 2.228104322966960663e-02
5.168075871190210835e-01, 4.620422539314955612e-02, 2.558190489779295640e-01, 7.152836917345210821e-02
1.682021947494439784e+00, 2.803724378621287872e-01, 1.206869802708046557e-01, 4.578664016716628427e-02
1.597513952319155273e+00, 4.942459875648543000e-02, 3.400655525713807553e-02, 1.271639398741185312e-01
6.651850472743632281e+00, 7.330237199343658805e-02, 1.872711427514576685e-02, 1.001471324670184515e+00
6.708695487500621724e+00, 3.901451994058374728e-02, 3.826617314109770907e-01, 7.533490712279166113e-01
1.490483056838074472e+00, 8.514575730753619343e-02, 2.955060750294754776e-02, 2.787188526520728016e-01
3.628185200652339626e-01, 1.694177437224687888e-01, 7.918431553619158236e-02, 7.225814856384537611e-03
8.732264006264076173e+00, 4.383761476591654244e-02, 2.697142922798838605e-01, 1.149556686029738817e+00
6.801061481484228288e+00, 8.891338987065388055e-01, 1.169752593802198426e+00, 2.601593468396063910e-02
1.509083103740933796e+00, 1.484687080223331401e+00, 3.928942154613076809e+01, 3.777725557639674894e-03
5.458468095778241214e+00, 7.458850751621830255e-02, 1.555866596670944513e-01, 2.460775037991385084e-01
2.695121351170889579e+00, 2.264101016237715092e-01, 1.374497762031205439e-01, 1.567142160761317293e-02
1.000000000000000021e-03, 4.923572042923593983e+01, 7.290218938319680092e+03, 1.851852403441495024e-03
1.700796739147371062e+00, 5.898622942597354230e-02, 1.114557529411424469e-01, 4.980010566752306883e-02
3.953015294172683269e+00, 2.680815896477769522e-01, 7.542164543608161076e-02, 5.090490571185705970e-02
1.569631487388285063e+00, 6.496765254794611977e-02, 8.360112199474009631e-02, 6.937281018351956763e-02
9.924872423892193707e-01, 1.112696320857588406e+00, 4.675422543515130314e-01, 3.833257762948559435e-03
2.141590727997311649e+00, 6.628806867219058097e-01, 1.816242872263881813e-01, 2.645029835023893564e-02
1.167037097677866786e+00, 7.846581420074846824e-02, 4.141938652194603748e-02, 2.064168899772183263e-01
1.321647343245806905e+00, 3.896817375467703237e-01, 8.993742009989870445e-02, 6.905030213998269994e-03
4.275215538036947649e+00, 5.571777812997798229e-02, 1.112168102430654143e-01, 7.453459111216154120e-02
3.218982028443958310e+00, 2.482439107412115764e-01, 3.492900913798649976e-01, 6.833203539559322935e-03
5.000014030618169514e-01, 4.210855480509233750e+00, 5.172789862428537333e+00, 0.000000000000000000e+00
1.557419385857760075e+00, 8.722562911433896782e-02, 5.524815485874643439e-01, 3.752836957402578416e-02
2.865690632754147593e+00, 5.575302290189727561e-01, 3.447032095131827290e-01, 2.466802175172802189e-02
2.232135505632855121e+00, 8.777466091066184195e-02, 1.391994666961894334e-01, 7.547900062482706951e-02
2.529851357517198807e+00, 1.883953408763014425e-01, 3.624961149406560890e-02, 3.616426128565130432e-02
1.408035289444476756e+00, 6.964156604042610887e-02, 8.995937467991697856e-02, 5.267220260723465275e-02
9.669126308197851793e-01, 2.773152015674334447e-01, 8.911703366786107861e-01, 2.485709989184485633e-03
1.184844790547211169e+01, 5.271553430862189332e-02, 9.965176271012517184e-03, 1.799776306065078990e-01
9.778378005923721306e-01, 8.363533723785744611e-02, 3.057760152628090644e-01, 3.081451354464727344e-02
6.317971630071237410e-01, 2.856070605156476594e-01, 1.365569724341875846e+00, 7.867987756418099929e-03
3.782131241335989813e+01, 6.123612412037969521e-02, 5.451594417518401507e-03, 2.132494541039203995e+00
2.102874491879926921e+00, 4.752902139454114327e-01, 4.755961843575351899e+00, 1.862389193992676148e-02
3.002596583219828030e+00, 5.779011705925234804e-02, 1.048263971869158734e-02, 1.365929916716700498e-01
2.088825816075807751e+00, 2.690833525674961590e-01, 1.130855742234125466e-01, 4.966572455263999764e-02
1.744895976590777664e+00, 9.625432823058084619e-02, 2.226046846147717861e-01, 1.053061317359588328e-01
1.863534436977883901e+00, 9.785809852422728827e-01, 1.154200399187431447e+00, 1.384171693659197629e-02
1.433353777207359681e+00, 8.115493605545436029e-02, 2.320583882180661875e-02, 1.661525961341803539e-02
1.240902510015488014e+00, 1.189297045429217325e-01, 3.542294305979125368e-02, 3.222481820788443418e-02
3.305065348057707908e+00, 6.927628336678394172e-01, 7.438459853258985177e-01, 9.876547747740360358e-03
1.550148245809650760e+01, 6.336470939928172397e-02, 6.079679262373429566e-02, 4.257212085240724142e-01
1.663622955825081462e-01, 9.808441362579251033e-02, 5.257372728740569157e-01, 7.337037259515909009e-03
1.294757163415980461e+00, 4.099574732002583266e-01, 2.213694969654733669e+00, 3.998661809568892535e-03
4.644309572031588007e-01, 2.771070581759813023e-02, 8.541388953459000399e-02, 1.878679736729389370e-03
1.982945967534340159e+00, 3.245789358813886416e-01, 5.309983911105724541e-01, 1.085112985254784931e-02
1.394968679121970645e+00, 8.859543628102999058e-02, 4.083461711783971659e-01, 4.172164394200480325e-02
1.109527286092766712e-01, 1.036471128042059792e-01, 2.465132217247834046e-01, 3.034940297719799628e-03
7.678759117777748777e+00, 1.072817122593426736e-01, 3.754816166362375668e-02, 2.455849773574552142e-01
7.018226098673335578e+00, 5.454784634994716552e-02, 7.892079019406491799e-03, 1.671113758709708019e-01
8.598920331223164126e+00, 8.085264493942478925e-02, 7.230428294008743595e-02, 1.866432449332347254e-01
4.341597112783300183e+00, 8.160248545760737660e-01, 8.545606432854917500e-01, 1.010961574696725603e-02
4.578767343612560659e+00, 7.489861283512992685e-02, 1.845622186023045466e-02, 1.640629599732516264e-01
2.780718875549598401e+00, 1.815484722252604377e-01, 1.328529402274257198e-01, 3.344566767314008371e-02
7.225043450854151672e+00, 5.848718216372626039e-02, 5.058130715333987448e-02, 2.266360504961835165e-01
3.061390162313486485e+00, 6.244180482411222366e-01, 5.693479360256538113e-01, 1.233115250566471643e-02
3.246700482526605758e-02, 2.352622379826969368e-01, 7.132927307070225709e+00, 2.123211787566112868e-03
1.932887558553306206e+01, 5.584958227054994534e-02, 3.031557049987685867e-02, 7.420313950285275517e-01
1.682759866492553602e+00, 5.729651618138102698e-02, 1.162461341346762850e-01, 9.677864229121030740e-03
2.603156052273381871e+00, 4.189395965490347873e-01, 1.145428402960382563e-01, 7.285142408904436880e-03
1.541658587170239958e+00, 3.443902711465208349e-02, 1.363450835066158488e-02, 1.493978373896674705e-01
6.900602538367397010e+00, 1.034817611721083191e-01, 4.196803185593429159e-02, 1.736772144065088785e-01
3.043659657276778785e-01, 1.544803086252003466e-01, 1.119958216928677786e+01, 0.000000000000000000e+00
8.213810726450004651e+00, 6.240970854846649568e-02, 6.743831465787196618e-03, 3.549061619104939003e-01
3.236161746308781950e+00, 2.875033271224041731e-01, 1.079615476408628122e-01, 5.743722622872420025e-02
2.305996120636091273e+00, 4.087658056660883887e-02, 5.329426882423532463e-02, 2.560262652127580085e-01
5.537849627978516098e-01, 1.458557916964126344e-01, 5.640562556027890057e-02, 3.507843428753636139e-02
1.099237748314381591e+00, 2.198116965662301817e-02, 1.546167437442398651e-02, 0.000000000000000000e+00
1.866170569856948847e+00, 4.999526963310168548e-01, 1.421270779676891971e+00, 6.255857616070242648e-03
1.505936964742532913e+00, 5.142215791361194610e-02, 3.716145091846984050e-02, 7.805139050385932753e-02
4.290900516340649951e+00, 3.686744333133984419e-01, 1.850910040031177872e-01, 7.431764337981486279e-02
8.042951600858163630e-01, 1.096519857512094909e-01, 1.315019794364143402e-01, 1.710556911206205510e-02
4.578962508940501053e+00, 5.975737562722162055e-01, 6.434147390439962644e-01, 1.689453384121782781e-02
3.052344183302398761e+00, 5.421079670873168305e-02, 7.181430943645532305e-02, 4.199494557251230026e-02
1.790210624203862455e+00, 7.208409615613207144e-01, 2.209279359647377206e+00, 0.000000000000000000e+00
1.441826498569285242e+00, 4.925753484728400550e-02, 2.317832240139401645e-02, 9.598465705522997438e-02
1.559916705142718463e-01, 8.852018600650504720e-02, 8.470639003426770897e-01, 4.910072901889854166e-03
5.512667860210309634e+00, 8.740586719145718164e-02, 6.365141854962574897e-02, 2.166394086072577496e-01
1.584410096515917843e+01, 1.387681216536159057e-01, 1.109349436238626085e-01, 9.749777924845981492e-01
4.580552558404362706e-01, 2.581715064394458636e-01, 5.076667426078413428e+02, 0.000000000000000000e+00
2.524760375656394995e+00, 4.313790244948983998e-02, 2.335256391893463790e-01, 1.014454941796620879e-01
9.469162725481066190e-01, 9.286743157219485845e-01, 7.663151732467479160e-01, 8.000344198050516470e-03
9.101334345607396681e-02, 4.941446914049207363e-03, 3.895165706287138929e-02, 0.000000000000000000e+00
4.310936772597469435e+00, 8.117927924403448570e-01, 1.647560403331456147e-01, 6.548302121791508071e-03
1.283202481044662280e+00, 3.626435952039171184e-02, 3.839214735887146179e-02, 5.347492387316989115e-02
7.190987221845204225e-01, 5.721818351402191416e-01, 1.702869361943819371e+01, 0.000000000000000000e+00
1.498785111338287068e+00, 7.955127183707018379e-02, 1.579797322147712402e-01, 3.938266842901752551e-02
6.853696736637131082e+00, 6.189597574505080468e-02, 5.386263182142618511e-02, 2.322658577054178553e-01
1.464473715645435936e+00, 1.462050726643477350e-01, 3.108735609003025063e-02, 1.881946525828809974e-02
1.106303523242422732e-01, 1.100369244194990270e-01, 2.438278653393957107e+00, 0.000000000000000000e+00
9.505481500486985258e-01, 5.878953362432899621e-02, 1.461822051609660278e-01, 0.000000000000000000e+00
4.563421344686470427e+00, 8.058700877542128715e-01, 3.614161402496012809e-01, 9.753694890725606373e-03
8.997814849220434397e+00, 5.689123907743832975e-02, 4.537666860218102574e-03, 5.099882027798390283e-01
1.963353106207354415e+01, 6.196630863631170938e-02, 1.802856594652515743e-01, 6.792167521361408555e-01
1.707022715646478783e+00, 1.815311090364815083e-01, 1.522071107065453843e-01, 1.171755462162962259e-02
2.403873711418454739e+00, 5.206324104684285220e-02, 1.199278984738728210e-02, 1.478232015144294309e-01
1.202126407407837716e+00, 3.887405889857662999e-01, 4.923550544314025390e-01, 3.075376464248115102e-02
6.280188384634411314e+00, 7.284950154965730285e-02, 9.617309849524319915e-03, 3.727688105752322567e-01
1.124282845078874438e+00, 2.099975985378274290e-01, 9.138893445507552116e+00, 0.000000000000000000e+00
2.347766763909434840e+00, 6.469404537089591678e-02, 1.260273049914559795e-01, 1.846704070835744962e-02
1.897365563296666613e+00, 9.670343543527516461e-01, 2.497223592252217350e-01, 3.901502904692714241e-03
9.905042468495253161e-01, 5.473039774971550503e-02, 1.861921891982705468e-02, 4.000780157872910192e-02
3.215833081537856630e-01, 1.469720355764645436e-01, 9.228474837485828308e-02, 1.242004984603780476e-02
1.215763392087480455e+01, 4.553457520254654278e-02, 1.418314041928691316e-01, 2.409584065315241164e-01
1.382912450867014309e+00, 2.443622350498773355e-01, 2.990137425959950246e+00, 9.193810916262170480e-03
1.208824742944937825e+01, 6.209082813261704303e-02, 7.181271795995982157e-03, 4.065197291062772056e-01
2.427948889034741597e+00, 2.050723618663912728e-01, 1.986587679956871855e-01, 4.273686814730343758e-02
3.775369285231666705e+00, 6.737163087233943859e-02, 3.061075807090725756e-02, 1.236457741399007576e-01
2.099798322165419950e+00, 8.438091216891815405e-01, 9.315876910710725767e+00, 1.816389062560879591e-02
7.108083666607919460e-01, 3.179631348884470743e-01, 1.991852474877401136e+00, 3.821100002037032886e-03
5.452581617928529134e-01, 3.460578899300339323e-02, 1.920583844413658592e-01, 0.000000000000000000e+00
4.157355868366021667e+00, 1.165391226858121909e+00, 7.677742057472157766e-01, 4.043507858272363774e-03
2.126635133514058751e+00, 7.342523407670965840e-02, 1.368042871758178292e-01, 9.903993873565742137e-03
3.132746569713319662e+00, 6.791685938937487288e-01, 1.247815221272058794e+00, 8.116554908041105632e-03
1.138589478300576729e+01, 6.974409183203679474e-02, 4.309699965633496076e-03, 1.773297330750906176e-01
3.759930220704839954e+00, 6.845682411728239158e-02, 3.702561781448217293e-02, 2.014548867300223201e-01
4.401506370855579497e+00, 4.002676511313658092e-01, 4.513417269704398938e-01, 5.180322709283952803e-02
1.000000000000000021e-03, 4.907840283823819760e+01, 8.134324037465212314e+03, 1.851593661621704374e-03
1.416473717896090223e+00, 4.949955694513365895e-02, 8.549323928787762317e-02, 1.007218195525415305e-02
1.311785823790794003e+00, 1.716447880775651691e-01, 7.216896722515862839e-02, 3.191163408371063687e-02
6.980025681806772297e+00, 6.972605362289845121e-02, 1.538734563128902472e-02, 2.052634658978789717e-01
6.674117693706175025e+00, 8.370224346849643171e-02, 1.081785863961389343e-01, 1.791882282451759678e-01
1.044027156372893339e+00, 4.570547079420066439e-01, 5.354759867443632970e+00, 2.953275445159812222e-03
5.554941022332259282e-01, 1.597503229057258833e-01, 4.861700873524281707e-01, 4.034728999004698335e-02
1.606355014704366813e+00, 4.727476039457603751e-02, 1.687879123570933670e-01, 1.446632829274158705e-01
4.241516620008019878e+00, 4.061561909451597563e-01, 1.316472310699005721e+00, 2.621064833460854792e-03
8.702468178980478086e+00, 7.386454030531558468e-02, 4.345278461021769012e-02, 2.179868693779277722e-01
3.396798376160965471e+00, 6.415700133258731008e-02, 9.692417825208835339e-03, 8.462212881758345018e-02
4.329947836097429281e+00, 7.428355969405038561e-02, 8.596958095714993253e-02, 1.449871046982036671e-01
7.062734076897192459e+00, 1.013816670366848721e-01, 2.179994716623651074e-01, 8.091945296153790768e-02
5.260248469186111775e-01, 1.653246201344930055e-01, 5.552167709745485513e-02, 2.889913221530109391e-03
8.456476752008514453e+00, 7.190124053404726989e-02, 1.375789100668367571e-02, 3.413104216774389132e-01
1.721617081412263994e+00, 5.700165230885589213e-02, 1.232453740116836415e-02, 5.474216671144868651e-02
4.916097674402615247e+00, 6.008671057618897304e-02, 1.055435074079872325e-02, 1.919791805641927473e-01
3.109683478596210748e-01, 4.792921112228728381e-02, 3.180857705944051955e-02, 3.145126933889504615e-03
1.392937912917112220e+00, 4.780216559051062020e-02, 2.373346704365751625e-01, 0.000000000000000000e+00
9.651862582653422118e-01, 2.005673042895611824e-01, 1.821285590214425154e+00, 2.558354772829881784e-03
7.966659824156979708e-01, 9.256127897396454474e-02, 8.361630263762973025e-02, 3.941470773668079991e-02
8.612372557370706616e+00, 5.595803214459293962e-01, 3.218207290368709228e-01, 6.320256206916928521e-02
4.189820969620646096e+00, 6.815205903230611706e-02, 4.313521503123378120e-01, 1.484748912567926959e-01
2.827597186280307540e+00, 5.815414883856063755e-01, 7.863736111303063492e-01, 1.486240449028603319e-02
3.687381896991961394e+00, 5.766194236462389433e-02, 4.990913159655371856e-02, 1.197863950929572152e-01
3.125065992151943028e+00, 8.323237926434997602e-01, 1.797491174467675989e+01, 8.502456020453078717e-03
1.329133721699548465e+00, 2.700941901890244190e-01, 3.333345313630696749e-01, 5.269347200103467049e-02
1.136970621372539236e+00, 7.054899679685502911e-02, 1.120748781556651502e-01, 0.000000000000000000e+00
1.412637399245873615e+00, 6.348237501152813600e-01, 1.299530182907439491e+00, 1.252427873948072472e-02
2.053047405580984197e+00, 7.635595442496248553e-02, 1.654519661264553521e-01, 8.868794829334213092e-02
6.119936779257451498e+00, 2.831641920504232024e-01, 4.683306302402067689e-01, 2.012565808312972715e-01
2.188706450006831172e+00, 7.116422852325407500e-02, 5.486648197082562295e-02, 8.592774169484718172e-02
1.793694848941291831e+00, 1.717533444269921661e-01, 6.532182290872119712e-02, 4.090718171304558171e-02
6.015440696576147550e-01, 1.975811530917895020e-01, 1.297891593436238389e-01, 1.161260524844405680e-02
1.023793230344109739e+00, 8.868426812580521013e-02, 3.189083072967480725e-01, 6.147663144646368233e-02
1.114982587547191706e+00, 4.587185493933024216e-01, 3.081483580040675463e+00, 3.091689737135081169e-03
